from,to,weight,edge_type
184745664,184660835,593.262432231,residential
184660835,184650171,347.989378201,residential
184650171,184658393,75.5338213819,residential
184658393,184660825,150.01303415,residential
184660825,184745668,449.966401471,residential
184787868,184732180,1211.3654624,tertiary
184732180,184775603,1151.18441865,tertiary
184775603,184760233,1615.92746929,tertiary
184760233,184787675,1607.98041495,tertiary
184787675,184658455,266.031757811,tertiary
184658455,184627346,606.346648214,tertiary
184627346,184781687,1143.29083991,tertiary
184781687,184662502,1355.31852895,tertiary
184662502,184645846,51.2803801662,tertiary
184645846,184660529,609.66221097,tertiary
184660529,184781085,399.436824477,tertiary
184781085,184644926,1209.22096194,tertiary
184644926,184787942,1655.42290496,tertiary
184787942,184779541,503.295027978,tertiary
184779541,184653623,315.206198752,tertiary
184653623,184787480,452.505547422,tertiary
184787480,184759488,68.6676406053,tertiary
184759488,184746152,205.370979971,tertiary
184746152,184686606,144.73629494,tertiary
184686606,184685286,389.106945104,tertiary
184685286,184708875,85.6793498357,tertiary
184784733,184781678,2021.43128777,residential
184781678,184652513,800.422491968,residential
184652513,184666665,87.4560176063,residential
184666665,184760994,312.613347045,residential
184760994,184784751,68.7917828773,residential
184750766,184626041,53.2706994952,residential
184626041,184708639,112.77466078,residential
184708639,184728838,1458.57617857,residential
184728838,184648028,815.568054196,residential
184648028,184760177,799.020508257,residential
184760177,184647988,637.380636138,residential
184647988,184760187,987.38808513,residential
184760187,184760192,1613.0711485,residential
184760192,184745664,808.624668002,residential
184745664,184760233,1670.88384414,residential
184760233,184760254,1495.68280928,residential
184760254,184624053,934.205146683,residential
184624053,184743797,893.531175093,residential
184743797,184760276,1536.70252867,residential
184732190,184775614,1112.44051855,tertiary
184775614,184760192,1571.32363161,tertiary
184760192,184707183,1430.53180627,tertiary
184707183,184787712,184.419217823,tertiary
184732182,184748240,1142.24701291,residential
184792155,184683613,275.28444273,tertiary
184683613,184732174,534.993950421,tertiary
184732174,184623453,327.540819455,tertiary
184623453,184733376,1771.728439,tertiary
184733376,184760254,701.773854327,tertiary
184760254,184784733,1618.95023406,tertiary
184732160,184624016,149.537006174,residential
184624016,184732174,805.068865201,residential
184732174,184732180,1617.02873188,residential
184732180,184732182,808.889096488,residential
184732182,184732190,1621.96916759,residential
184623407,184623418,129.498597324,residential
184623418,184623433,126.356208271,residential
184623433,184623439,69.3182601688,residential
184623439,184623453,133.640411452,residential
184680501,184623439,350.831559663,residential
184758050,184758080,290.241969436,residential
184758080,184732237,921.556222829,residential
184732237,184658572,161.505413415,residential
184691193,184691196,985.952407426,residential
184691196,184691203,1207.75571014,residential
184691203,184646780,434.399770495,residential
184646780,184671915,210.907346909,residential
184671915,184656456,811.898342481,residential
184656456,184691214,158.3748125,residential
184691214,184644579,295.782866368,residential
184644579,184644597,133.583786336,residential
184644597,184691274,834.367858705,residential
184691274,184691278,139.061107665,residential
184646780,184646790,128.939810768,residential
184638642,184646790,44.4630848318,residential
184671915,184638642,139.729576882,residential
184719695,184637021,718.120391307,residential
184735157,184719695,800.851077892,residential
184719695,184735161,280.294547824,residential
184735161,184691214,534.342709024,residential
184644579,184644597,133.583786336,residential
184753841,184758050,866.932884023,tertiary
184758050,184792083,146.765438688,tertiary
184792083,184646762,744.605906096,tertiary
184646762,184691203,382.428985618,tertiary
184691203,184687771,805.866923518,tertiary
184687771,184761126,712.456819109,tertiary
184761126,184792101,1712.30285867,tertiary
184792101,184624801,849.28870387,tertiary
184624801,184769283,768.822091678,tertiary
184769283,184787540,295.430542365,tertiary
184787540,184787868,518.086376111,tertiary
184787868,184630457,229.518533177,tertiary
184630457,184723495,223.676242468,tertiary
184723495,184774597,340.134293802,tertiary
184774597,184752815,146.289374078,tertiary
184752815,184738464,137.035605521,tertiary
184738464,184784386,412.034332331,tertiary
184784386,184792155,300.262532985,tertiary
184761126,184649427,1243.58994216,residential
184649427,184662579,148.831375545,residential
184662579,184691278,679.271052891,residential
184691278,184697373,123.205529873,residential
184697373,184709708,276.949462739,residential
184691274,184697373,171.871080043,residential
184709704,184709708,96.9801071011,residential
184709708,184709732,95.543495758,residential
184461082,184630067,2877.12314096,tertiary
184630067,184698310,346.92812808,tertiary
184698310,184633922,2098.15007721,tertiary
184633922,184671601,481.781406551,tertiary
184671601,184671623,313.446438449,tertiary
184671623,184709704,424.257454108,tertiary
184709704,184709732,146.33438375,tertiary
184709732,184709742,1319.36403704,tertiary
184709742,184709749,812.800962298,tertiary
184709749,184709824,1668.5459581,tertiary
184709824,184709854,1618.46211178,tertiary
184709854,184709857,637.329262531,tertiary
184709857,184709875,164.152708464,tertiary
184709875,184709888,404.779249376,tertiary
184709888,184709892,27.3506701964,tertiary
184709892,184709925,322.132894125,tertiary
184709925,184709965,819.892334504,tertiary
184709965,184673763,584.150114681,tertiary
184735157,184742466,798.181614045,tertiary
184742466,184698310,1607.28835165,tertiary
184698310,184698321,170.215604499,tertiary
184698335,184624569,1128.8119025,residential
184624569,184720075,53.9067348323,residential
184698321,184698333,194.568457185,residential
184698333,184698335,795.595102467,residential
184698335,184698337,34.3302328489,residential
184698337,184669203,812.979269445,residential
184669203,184698345,1176.36606789,residential
457110798,184669199,1616.95275298,residential
184669199,184669203,1608.64926403,residential
184669203,184644294,291.994680617,residential
184644294,184669301,1322.90531553,residential
184669301,184669304,181.808878293,residential
184669304,184669312,1898.93745832,residential
184631155,184631157,29.9500286621,residential
184631157,184631155,29.9500286621,residential
184644294,184631157,360.018904388,residential
184698321,184720075,1261.39110089,tertiary
184720075,184624614,147.113689444,tertiary
184624614,184628882,358.376018886,tertiary
184628882,184720080,333.764614058,tertiary
184730307,184730361,1267.33203176,residential
184730361,184658608,715.197683814,residential
184658608,184671601,499.266801167,residential
184730361,184739535,795.21798217,residential
184739523,184739535,1208.85522504,residential
184739535,184739546,1235.19578816,residential
184742042,184729836,1947.46920969,residential
184729751,184646619,833.407764232,tertiary
184646619,184729836,788.766524142,tertiary
184729836,184669312,819.98377714,tertiary
184669312,184729848,773.444443081,tertiary
184709749,184629085,615.707869628,tertiary
184629085,184792101,1794.83132528,tertiary
184792101,184732190,1202.63714425,tertiary
184709824,184659973,652.335828494,residential
184659973,184687028,307.69966959,residential
184687028,184692310,190.707492667,residential
184692310,184769283,864.641724099,residential
184769283,184732182,1199.46662473,residential
184692290,184692298,108.783776657,residential
184692298,184692302,106.110360047,residential
184692302,184692310,113.8958048,residential
184723495,184723497,204.192902171,residential
184723497,184723500,81.1982535907,residential
184723500,184694176,142.52959883,residential
184774600,184723497,341.243146908,residential
184774597,184774600,201.63754443,residential
184784386,184784416,139.658417788,residential
184683599,184683613,109.356406959,residential
2410291242,2410291244,113.42812463,residential
2410291244,2410291245,41.8375355876,residential
2410291245,2410291249,94.4132878701,residential
2410291244,2410291233,85.5416744313,residential
184774192,184774232,193.653456301,residential
184774232,184774232,0.0,residential
184738464,184705294,155.235192099,residential
184716674,184716686,109.16897815,residential
184678070,184688175,42.182195594,residential
184678060,184678070,41.9359680642,residential
184678060,184678070,41.9359680642,residential
184716671,184716652,88.8762365505,residential
184716652,184716674,187.871559018,residential
184716674,184716686,109.16897815,residential
184716686,184716692,126.888888263,residential
184716692,184679494,139.028255821,residential
184679494,184670590,93.868832132,residential
184670590,184716706,96.4333856535,residential
184716706,184716710,97.545698062,residential
184716710,184716726,135.34286638,residential
184716726,184716729,46.1599071164,residential
184716729,184676754,66.1027858567,residential
184676754,184716730,46.0742701676,residential
184716730,184682073,75.4178287493,residential
184682073,184685863,35.5284171789,residential
184685863,184697884,100.642768113,residential
184709892,184691484,138.619483638,residential
184691484,184691533,454.908892071,residential
184691533,184686855,128.146316368,residential
184686855,184682365,55.2139805033,residential
184682365,184678039,63.5138893026,residential
184678039,184716671,60.8553950694,residential
184691484,184691533,454.908892071,residential
